STATION_AES,STATION_NAME,LATITUDE,LONGITUDE,province
6CC0379,Ridgetown 3.6 ESE - AGRIS,42.43,-81.84,Ontario
6CC0390,Wheatley 1.2 NNE - AGRIS,42.1,-82.46,Ontario
6CC0398,Peterborough 6.8 NNE - MNRF,44.36,-78.31,Ontario
6CC0404,Glencoe 1.7 W - AGRIS,42.75,-81.73,Ontario
6CC0405,Appin 1.5 SE - AGRIS,42.79,-81.64,Ontario
6CC0407,Appin 3.8 ENE - AGRIS,42.81,-81.61,Ontario
6CC0408,Strathroy 1.0 N - AGRIS,42.97,-81.62,Ontario
6CC0416,GORES LANDING 1.2 WSW - CANWARN,44.11,-78.25,Ontario
6CC0425,Thamesville 2.9 SE - AGRIS,42.53,-81.95,Ontario
6CC0427,Courtright 6.4 ESE - AGRIS,42.79,-82.4,Ontario
6CC0428,Mooretown 8.2 E - AGRIS,42.84,-82.36,Ontario
6CC0434,Sarnia 2.6 N - LHCC,43.01,-82.38,Ontario
6CC0441,Dresden 0.9 NE - AGRIS,42.6,-82.18,Ontario
6CC0448,Portland 10.2 WSW - RVCA,44.67,-76.32,Ontario
6CC0449,Wiarton 4.0 N - GSCA,44.78,-81.13,Ontario
6CC0450,Owen Sound 4.8 SE - GSCA,44.54,-80.89,Ontario
6CC0451,Owen Sound 1.2 N - GSCA,44.58,-80.93,Ontario
6CC0464,Chatham 10.6 NE - AGRIS,42.45,-82.08,Ontario
6CC0466,Picton 12.7 NNE,44.11,-77.08,Ontario
6CC0469,Meaford 2.4 SSE - GSCA,44.58,-80.58,Ontario
6CC0475,Belmont 3.8 NNW - OMAFRA,42.92,-81.1,Ontario
6CC0477,Caledonia 0.3 NW - GRCA,43.07,-79.96,Ontario
6CC0478,Trenton 7.7 WNW - LTC,44.14,-77.66,Ontario
6CC0481,Dutton 7.1 NE - AGRIS,42.71,-81.45,Ontario
6CC0482,Owen Sound 6.1 NNW - GSCA,44.62,-80.95,Ontario
6CC0484,Chatsworth 8.5 WSW - GSCA,44.43,-81.0,Ontario
6CC0491,Milverton 1.1 ESE- CANWARN,43.56,-80.91,Ontario
6CC0492,Owen Sound 6.3 NNW - GSCA,44.62,-80.95,Ontario
6CC0495,Markdale 7.5 ENE - GSCA,44.34,-80.56,Ontario
6CC0502,Owen Sound 1.4 SSW - GSCA,44.56,-80.94,Ontario
6CC0506,Flesherton 6.9 NE - GSCA,44.31,-80.5,Ontario
6CC0507,BOGNOR 2.1 ENE - GSCA,44.53,-80.72,Ontario
6CC0508,Guelph 8.7 NW - AGRIS,43.59,-80.32,Ontario
6CC0510,Markdale 12.2 SSW - GSCA,44.21,-80.68,Ontario
6CC0513,KITCHENER 4.9 WSW - SANDHILLS PUBLIC SCHOOL,43.43,-80.54,Ontario
6CC0525,Woodstock 1.2 ENE,43.14,-80.74,Ontario
6CC0526,Hilton Beach 0.7 SW - MNRF,46.25,-83.9,Ontario
6CC0536,Thamesville 3.3 SSE - AGRIS,42.53,-81.97,Ontario
6CC0537,Inkerman 3.1 SSE - SNCA,45.01,-75.38,Ontario
6CC0542,Fisherville 7.5 E,42.87,-79.81,Ontario
6CC0543,Markdale 5.6 NNE - SVCA,44.36,-80.62,Ontario
6CC0548,Brighton 5.3 NNE - LTC,44.09,-77.72,Ontario
6CC0549,Navan 0.5 WSW - SNCA,45.42,-75.43,Ontario
6CC0552,Aurora 3.3 SSW,43.97,-79.49,Ontario
6CC0553,South Mountain 9.0 SSE,44.92,-75.4,Ontario
6CC0556,Courtland 0.9 SSW - NSCIA,42.84,-80.64,Ontario
6CC0558,Alderville 1.8 WSW - MNRF,44.17,-78.09,Ontario
6CC0561,Desboro 0.3 S - GSCA,44.4,-80.99,Ontario
6CC0562,Morrisburg 3.3 NNW - SNCA,44.92,-75.2,Ontario
6CC0563,Port Rowan 4.7 N - NSCIA,42.67,-80.45,Ontario
6CC0566,DELHI 7.0 SSW - NSCIA,42.79,-80.53,Ontario
6CC0570,Norwich 6.0 ESE - NSCIA,42.96,-80.53,Ontario
6CC0576,Dresden 12.8 SW - AGRIS,42.5,-82.28,Ontario
6CC0579,STOKES BAY 0.1 SSE - GSCA,45.0,-81.37,Ontario
6CC0580,Chatham 6.3 NW - AGRIS,42.44,-82.25,Ontario
6CC0582,Pelee Island 2.0 SE - AGRIS,41.75,-82.67,Ontario
6CC0583,Duart 1.7 ENE - AGRIS,42.51,-81.73,Ontario
6CC0587,Louisville 4.9 ESE - AGRIS,42.46,-82.07,Ontario
6CC0592,GRAVENHURST 5.0 NW,44.95,-79.43,Ontario
6CC0593,Kitchener 4.5 E,43.45,-80.43,Ontario
6CC0594,Vars 0.9 NNE - SNCA,45.36,-75.35,Ontario
6CC0595,Dryden 12.1 E,49.8,-92.67,Ontario
6CC0602,Owen Sound 5.7 SSW - GSCA,44.52,-80.95,Ontario
6CC0613,WINDSOR 6.5 E,42.3,-82.97,Ontario
6CC0615,MORPETH 3.9 SSE,42.36,-81.83,
6CC0618,Belwood 1.1 ESE - MNRF,43.79,-80.31,Ontario
6CC0621,Thunder Bay 4.2 WSW - MNRF,48.39,-89.29,Ontario
6CC0622,Mount Brydges 3.6 ESE,42.9,-81.45,Ontario
6CC0637,Mississauga 3.9 N,43.62,-79.66,Ontario
6CC0641,Blenheim 8.9 NNE,42.41,-81.96,Ontario
6CC0642,Port Burwell 8.5 ESE,42.62,-80.7,Ontario
6CC0644,Port Burwell 12.2 ESE - NSCIA,42.6,-80.66,Ontario
6CC0646,Mississauga 6.4 SSE - CANWARN,43.53,-79.62,Ontario
6CC0649,Chatsworth 0.3 NE - GSCA,44.46,-80.89,Ontario
6CC0650,Wilsonville 2.6 E - NSCIA,43.0,-80.29,Ontario
6CC0655,La Salle 2.0 S,42.22,-83.09,Ontario
6CC0663,Harrow 4.7 WNW,42.04,-82.97,Ontario
6CC0665,La Salle 3.6 SE,42.21,-83.06,Ontario
6CC0666,ANTEN MILLS 0.1 N,44.49,-79.82,Ontario
6CC0667,LISTOWEL 2.3 E,43.74,-80.92,Ontario
6CC0668,SCOTLAND 2.1 ENE - BSCIA,43.03,-80.35,Ontario
6CC0670,SILVER BAY 3.5 ENE,42.89,-79.12,Ontario
6CC0672,WHEATLEY 7.1 NNW,42.16,-82.48,Ontario
6CC0673,ATWOOD 2.0 ENE,43.68,-81.0,Ontario
6CC0674,ORILLIA 1.5 WSW,44.6,-79.44,Ontario
6CC0675,GLEN MORRIS 3.0 ESE,43.26,-80.31,Ontario
6CC0676,CALEDONIA 8.4 WNW - BSCIA03,43.09,-80.05,Ontario
6CC0681,THUNDER BAY 12.1 SW - LRCA,48.32,-89.34,Ontario
6CC0684,CAMBRIDGE 2.6 ENE,43.41,-80.28,Ontario
6CC0686,STRATHROY 1.1 NW,42.97,-81.63,Ontario
6CC0689,KINCARDINE 0.7 SSW,44.16,-81.64,Ontario
6CC0693,GREELY 2.8 WSW,45.25,-75.59,Ontario
6CC0697,DRESDEN 0.4 SSW,42.59,-82.18,Ontario
6CC0698,APPIN 2.7 NE,42.82,-81.63,Ontario
6CC0699,NORTH LANCASTER 8.3 NNE,45.32,-74.47,Ontario
6CC0701,WATERFORD 8.6 NE,42.99,-80.22,Ontario
6CC0704,CHESTERVILLE 6.4 SSE,45.05,-75.21,Ontario
6CC0706,INGLESIDE 7.5 SW - SNCA,44.95,-75.06,Ontario
6CC0707,HARROW 5.6 WSW,42.01,-82.98,Ontario
6CC0717,BLIND RIVER 0.2 NNE,46.19,-82.96,Ontario
6CC0718,LIVELY 1.8 NNW - NDCA,46.45,-81.16,Ontario
6CC0719,HAGERSVILLE 6.0 ESE,42.94,-79.99,Ontario
6CC0720,WHITBY 1.3 NNE,43.91,-78.94,Ontario
6CC0723,BOLTON 7.9 NW,43.93,-79.8,Ontario
6CC0726,WATERLOO 5.0 NNE,43.51,-80.5,Ontario
6CC0741,KIMBERLEY 2.7 WSW,44.38,-80.57,Ontario
6CC0744,COBOURG 0.5 E,43.96,-78.16,Ontario
6CC0748,WHITBY 2.4 SW,43.88,-78.96,Ontario
6CC0751,WENDOVER 4.7 ESE - SNCA,45.56,-75.07,Ontario
6CC0753,GORES LANDING 0.6 NNW,44.12,-78.23,Ontario
6CC0754,TECUMSEH 4.5 SSE,42.28,-82.87,Ontario
6CC0757,SAULT STE. MARIE 2.8 ESE - GLFC,46.5,-84.3,Ontario
6CC0760,ST. THOMAS 2.4 NNE - KCCA,42.8,-81.18,Ontario
6CC0761,WINDSOR 6.7 ESE,42.27,-82.98,Ontario
6CC0766,SCOTLAND 1.9 WSW,43.02,-80.4,Ontario
6CC0769,PORT RYERSE 1.6 NNE - NSCIA,42.77,-80.25,Ontario
6CC0771,KENORA 8.7 NNE - CANWARN,49.84,-94.44,Ontario
6CC0773,OSGOODE 0.5 WNW,45.14,-75.61,Ontario
6CC0774,OSHAWA 1.3 ESE,43.89,-78.84,Ontario
6CC0775,NORTH YORK 2.9 W,43.76,-79.45,Ontario
6CC0776,BARRIE 4.7 SE,44.35,-79.66,Ontario
6CC0778,CARR'S LANDING 3.8 NNE - NDCA,46.69,-80.74,Ontario
6CC0779,YARKER 1.8 SSW - QUINTE CONSERVATION,44.36,-76.78,Ontario
6CC0782,CONSECON 1.9 SW - QUINTE CONSERVATION,43.99,-77.54,
6CC0783,CHELMSFORD 0.3 WNW - NDCA,46.58,-81.19,Ontario
6CC0784,KOMOKA 3.1 W,42.96,-81.44,Ontario
6CC0786,KAKABEKA FALLS 1.7 SE - LRCA,48.39,-89.6,Ontario
6CC0787,WINDSOR 4.1 SE,42.27,-83.02,Ontario
6CC0788,NAUGHTON 0.9 SE - NDCA,46.4,-81.18,Ontario
6CC0789,SUDBURY 1.8 WSW - NDCA,46.48,-81.02,Ontario
6CC0790,LIVELY 2.5 SE - NDCA,46.42,-81.13,Ontario
6CC0791,METCALFE 4.4 NNW,45.27,-75.49,Ontario
6CC0792,NAUGHTON 5.1 WSW - NDCA,46.38,-81.25,Ontario
6CC0793,SUDBURY 5.5 E - NDCA,46.48,-80.92,Ontario
6CC0794,ONAPING 1.3 NE - NDCA,46.63,-81.4,Ontario
6CC0795,KEMBLE 7.8 NW - GSCA,44.77,-81.01,Ontario
6CC0797,UNION 1.7 S - KCCA,42.69,-81.19,Ontario
6CC0798,MOSSLEY 3.2 SE - KCCA,42.93,-80.98,Ontario
6CC0799,SUDBURY 11.1 SSW - NDCA,46.4,-81.05,Ontario
6CC0800,NIAGARA FALLS 4.2 WNW,43.12,-79.12,Ontario
6CC0801,KANATA 9.4 NNW - RVCA,45.38,-75.97,Ontario
6CC0802,WHITEFISH 6.6 WSW - NDCA,46.35,-81.39,Ontario
6CC0804,KEMBLE 1.6 S - GSCA,44.71,-80.93,Ontario
6CC0805,ST. THOMAS 6.5 NNW,42.84,-81.21,Ontario
6CC0806,ST. THOMAS 5.2 WNW - KCCA,42.8,-81.25,Ontario
6CC0808,PORT STANLEY 0.9 NNW,42.67,-81.22,Ontario
6CC0809,PORT STANLEY 7.1 W - KCCA,42.66,-81.3,Ontario
6CC0810,SHALLOW LAKE 2.3 W,44.62,-81.12,Ontario
6CC0813,MONKTON 8.0 NW,43.64,-81.14,Ontario
6CC0815,KEENE 1.8 SSW,44.23,-78.17,Ontario
6CC0817,GUELPH 5.9 NW,43.58,-80.29,Ontario
6CC0819,TOLEDO 4.0 SW,44.71,-76.03,Ontario
6CC0822,NIAGARA FALLS 5.9 SSE,43.06,-79.05,Ontario
6CC0823,UNION 2.3 ESE,42.7,-81.17,Ontario
6CC0825,CARLETON PLACE 2.8 SSW,45.11,-76.15,Ontario
6CC0828,KANATA 5.5 SE,45.29,-75.84,Ontario
6CC0829,THORNBURY 0.8 WSW - GSCA,44.56,-80.46,Ontario
6CC0830,SUDBURY 3.4 SSW - NDCA,46.46,-81.02,Ontario
6CC0832,INGERSOLL 1.4 ENE,43.04,-80.87,Ontario
6CC0835,DYER'S BAY 3.7 SSE - GSCA,45.13,-81.33,Ontario
6CC0836,ATIKOKAN 1.8 ENE,48.76,-91.6,Ontario
6CC0837,TORONTO 9.7 ENE,43.69,-79.27,Ontario
6CC0840,BOGNOR 5.6 W - GSCA,44.53,-80.81,Ontario
6CC0841,MILFORD 8.5 NE - QUINTE CONSERVATION,43.98,-77.01,Ontario
6CC0843,ROCKLYN 3.0 ESE - GSCA,44.46,-80.55,Ontario
6CC0845,INGLESIDE 1.0 WSW,44.99,-75.0,Ontario
6CC0846,KANATA 1.7 W,45.31,-75.92,Ontario
6CC0848,NAIRN CENTRE 8.8 E - NDCA,46.33,-81.47,Ontario
6CC0850,NAPANEE 7.8 ENE - QUINTE CONSERVATION,44.28,-76.87,Ontario
6CC0853,ZION HILL 1.8 ENE - QUINTE CONSERVATION,44.3,-77.4,Ontario
6CC0854,MILTON 2.7 SSW - ECOSPARK,43.5,-79.88,Ontario
6CC0856,TAMWORTH 0.9 SSE - QUINTE CONSERVATION,44.48,-76.99,Ontario
6CC0857,LYNDEN 5.4 WNW,43.24,-80.21,Ontario
6CC0858,BOURGET 0.2 NNW,45.44,-75.16,Ontario
6CC0859,NAPANEE 3.1 N - QUINTE CONSERVATION,44.28,-76.96,Ontario
6CC0860,ELIZABETHVILLE 2.1 SSE,44.02,-78.46,Ontario
6CC0861,ELDORADO 4.6 W - QUINTE CONSERVATION,44.58,-77.58,Ontario
6CC0862,WAHNAPITAE 0.5 S - NDCA,46.48,-80.79,Ontario
6CC0864,NORTH YORK 4.5 ENE,43.78,-79.36,Ontario
6CC0865,TAMWORTH 2.4 N,44.51,-76.99,Ontario
6CC0867,CHELMSFORD 0.6 WNW,46.58,-81.2,Ontario
6CC0868,MARKSTAY 5.8 N,46.54,-80.54,Ontario
6CC0872,JORDAN 5.0 SE,43.12,-79.32,Ontario
6CC0874,CONSECON 1.9 NNW,44.01,-77.53,Ontario
6CC0875,LONSDALE 3.7 NNE,44.3,-77.1,Ontario
6CC0876,CAYUGA 0.3 NW,42.95,-79.86,Ontario
6CC0877,NORWICH 0.7 S,42.98,-80.6,Ontario
6CC0878,OTTAWA 6.1 SSW,45.36,-75.73,Ontario
6CC0879,KINGSTON 4.0 W,44.24,-76.55,Ontario
6CC0880,MERRICKVILLE 2.0 ESE,44.91,-75.81,Ontario
6CC0883,KING CITY 5.4 NW,43.96,-79.58,Ontario
6CC0886,LONDON 2.6 SE,42.96,-81.23,Ontario
6CC0887,BRAMPTON 1.8 S - ECOSPARK,43.67,-79.76,Ontario
6CC0888,ORO PARK 1.3 N,44.46,-79.5,Ontario
6CC0891,WARSAW 6.0 SE,44.4,-78.08,Ontario
6CC0892,SPENCERVILLE 3.4 N,44.87,-75.54,Ontario
6CC0894,KILSYTH 4.4 NW,44.54,-81.06,Ontario
6CC0895,MEAFORD 10.7 SW,44.53,-80.7,Ontario
6CC0896,MEAFORD 1.5 NW,44.61,-80.61,Ontario
6CC0898,ILDERTON 6.5 E - UTRCA,43.09,-81.3,Ontario
6CC0900,ILDERTON 14.4 ENE - UTRCA,43.13,-81.22,Ontario
6CC0901,DORCHESTER 5.9 NNE - UTRCA,43.04,-81.04,Ontario
6CC0902,DORCHESTER 0.5 WSW,42.98,-81.06,Ontario
6CC0906,STRATHALLAN 2.1 N - UTRCA,43.24,-80.8,Ontario
6CC0907,STRATFORD 2.1 WNW - UTRCA,43.38,-81.0,Ontario
6CC0908,MITCHELL 0.6 NE - UTRCA,43.47,-81.19,Ontario
6CC0909,ST. MARYS 5.1 NNW - UTRCA,43.3,-81.16,Ontario
6CC0910,ST. MARYS 1.9 WNW - UTRCA,43.26,-81.16,Ontario
6CC0911,RANNOCH 4.7 SSW - UTRCA,43.22,-81.21,Ontario
6CC0912,PELEE ISLAND 7.5 NE,41.82,-82.63,
6CC0913,TORONTO 6.0 NNW,43.71,-79.4,Ontario
6CC0914,LONDON 4.1 WNW,43.0,-81.29,Ontario
6CC0915,SAULT STE. MARIE 3.9 ESE,46.51,-84.29,Ontario
6CC0916,COLLINGWOOD 5.1 ESE,44.48,-80.15,Ontario
6CC0917,THESSALON 1.2 SW,46.25,-83.57,
6CC0920,ECHO BAY 3.7 E,46.49,-84.02,Ontario
6CC0921,THUNDER BAY 5.0 N,48.45,-89.23,Ontario
6CC0924,SAULT STE. MARIE 2.5 E - H,46.52,-84.3,Ontario
6CC0925,SAULT STE. MARIE 4.4 ESE-SGC,46.5,-84.28,Ontario
6CC0926,THUNDER BAY 3.3 N,48.44,-89.24,Ontario
6CC0927,THUNDER BAY 4.8 N,48.45,-89.23,Ontario
6CC0928,CARP 4.3 ENE,45.36,-75.98,Ontario
6CC0929,SMITHS FALLS 8.2 N,44.98,-76.01,Ontario
6CC0930,SCARBOROUGH 4.0 WNW,43.8,-79.29,Ontario
6CC0931,THUNDER BAY 4.9 NNE - LRCA,48.45,-89.22,Ontario
6CC0932,PALMER RAPIDS 0.7 ESE,45.31,-77.5,Ontario
6CC0933,WELLAND 1.6 N,43.0,-79.25,Ontario
6CC0934,KANATA 3.3 SE,45.3,-75.87,Ontario
6CC0935,CAMPBELLVILLE 4.5 SW,43.46,-80.03,Ontario
6CC0941,MILTON 3.4 E - CH,43.52,-79.83,Ontario
6CC0945,OAKVILLE 3.9 WSW - CH,43.44,-79.73,Ontario
6CC0946,OAKVILLE 4.2 SW - CH,43.43,-79.73,Ontario
6CC0947,OAKVILLE 5.0 NE - CH,43.49,-79.65,Ontario
6CC0948,BURLINGTON 4.3 N - CH,43.41,-79.82,Ontario
6CC0949,OAKVILLE 1.8 WSW - CH,43.45,-79.71,Ontario
6CC0951,OAKVILLE 4.6 NNW - CH,43.49,-79.71,Ontario
6CC0953,BURLINGTON 2.1 W - CH,43.37,-79.84,Ontario
6CC0956,STRATFORD 0.9 WSW - UTRCA,43.37,-80.99,Ontario
6CC0957,WIARTON 5.0 NE,44.77,-81.09,Ontario
6CC0958,ST MARYS 0.4 UTRCA,43.26,-81.13,Ontario
6CC0960,LINDSAY 5.6 NNW,44.4,-78.76,Ontario
6CC0961,STRATFORD 6.5 UTRCA,43.4,-81.05,Ontario
6CC0962,STRATFORD 8.6 UTRCA,43.4,-81.08,Ontario
6CC0965,FULLARTON 0.6 SSE,43.39,-81.22,Ontario
6CC0966,WOODSTOCK 0.8 UTRCA,43.13,-80.75,Ontario
6CC0967,WOODSTOCK 0.9 UTRCA,43.13,-80.76,Ontario
6CC0968,DORCHESTER 5.1 UTRCA,43.01,-81.01,Ontario
6CC0969,STRATFORD 1.7 UTRCA,43.36,-80.98,Ontario
6CC0970,WELLBURN 1.3 UTRCA,43.18,-81.16,Ontario
6CC0971,LAKESIDE 6.7 UTRCA,43.15,-81.08,Ontario
6CC0972,THORNDALE 6.3 UTRCA,43.11,-81.06,Ontario
6CC0973,LONDON 7.5 E,42.97,-81.16,Ontario
6CC0974,WOODSTOCK 2.1 S UTRCA,43.11,-80.75,Ontario
6CC0975,WOODSTOCK 3.7 SSE UTRCA,43.1,-80.73,Ontario
6CC0976,CRAIGLEITH 0.9 S,44.52,-80.33,Ontario
6CC0977,BLENHEIM 11.8 NE,42.39,-81.88,Ontario
6CC0978,EAGLE RIVER 38.5 S,49.45,-93.09,Ontario
6CC0979,LANGTON 4.8 NW,42.77,-80.63,Ontario
6CC0981,KIRKFIELD 18.6 NNE,44.73,-78.92,Ontario
6CC0982,FENELON FALLS 4.0 WNW,44.55,-78.78,Ontario
6CC0983,ROCKLAND 0.6 ESE,45.54,-75.29,Ontario
6CC0984,LITTLE BRITAIN 10.0 S,44.2,-78.84,Ontario
6CC0985,LINDSAY 0.5 ENE,44.36,-78.74,Ontario
6CC0986,DUNSFORD 4.4 N,44.49,-78.64,Ontario
6CC0988,CHATHAM 2.5 N,42.42,-82.19,Ontario
6CC0989,NAPANEE 16.5 SSW,44.12,-77.05,Ontario
6CC0991,CONISTON 0.3 W,46.49,-80.85,Ontario
6CC0997,OTTAWA 4.9 WSW,45.39,-75.74,Ontario
6CC1001,SOMBRA 2.1 SSW,42.69,-82.48,Ontario
6CC1003,SARNIA 5.2 NE,43.02,-82.33,Ontario
6CC1004,CLARKSBURG 5.5 SSE,44.5,-80.45,Ontario
6CC1005,VIRGIL 0.9 ESE,43.22,-79.11,Ontario
6CC1007,ETOBICOKE 5.6 ESE,43.65,-79.5,Ontario
6CC1011,WARREN 8.5 WSW,46.41,-80.4,Ontario
6CC1012,PICKERING 4.0 SSW,43.8,-79.13,Ontario
6CC1013,ST. MARYS 0.7 WSW,43.26,-81.14,Ontario
6CC1015,DORCHESTER 0.2 NNE,42.99,-81.06,Ontario
6CC1019,SHEGUIANDAH 4.1 W,45.9,-81.98,Ontario
6CC1020,CAPREOL 1.0 NNW,46.71,-80.92,Ontario
6CC1023,COURTICE 1.7 NE,43.92,-78.77,Ontario
6CC1025,WATERFORD 2.4 E,42.93,-80.26,Ontario
6CC1026,MISSISSAUGA 9.2 S,43.5,-79.65,Ontario
6CC1027,THORNDALE 5.5 S,43.06,-81.15,Ontario
6CC1028,COLBORNE 5.1 WNW,44.03,-77.94,Ontario
6CC1030,THUNDER BAY 3.9 SSW,48.37,-89.26,Ontario
6CC1031,BIG PEARL LAKE 1.1 S,48.66,-88.66,Ontario
6CC1033,HOLLAND CENTRE 1.9 SW,44.38,-80.81,Ontario
6CC1035,LEAMINGTON 2.2 WSW,42.04,-82.62,Ontario
6CC1036,GUELPH 5.2 NW,43.58,-80.28,Ontario
6CC1037,GRIMSTON 1.5 NNE,44.42,-81.05,Ontario
6CC1038,SNUG HARBOUR 2.8 SW,44.41,-78.74,Ontario
6CC1039,LINDSAY 0.8 NNW,44.36,-78.75,Ontario
6CC1040,CAMERON 11.8 NNW,44.53,-78.85,Ontario
6CC1041,LINDSAY 0.2 WNW,44.36,-78.75,Ontario
6CC1042,LINDSAY 1.9 S,44.34,-78.74,Ontario
6CC1043,FENELON FALLS 0.5 N,44.54,-78.74,Ontario
6CC1044,LITTLE BRITAIN 10.7 SSE,44.19,-78.83,Ontario
6CC1045,LAKE DALRYMPLE 1.4 NNE,44.68,-79.09,Ontario
6CC1046,LINDSAY 11.0 NW,44.43,-78.83,Ontario
6CC1047,TWEED 11.3 NNE,44.57,-77.24,Ontario
6CC1048,PONTYPOOL 5.7 WNW,44.11,-78.7,Ontario
6CC1049,BELMONT 6.1 SSW,42.84,-81.12,Ontario
6CC1050,LITTLE BRITAIN 8.9 SE,44.23,-78.77,Ontario
6CC1051,MURILLO 2.5 E,48.41,-89.47,Ontario
6CC1052,ACTON 0.0 NNE,43.65,-80.06,Ontario
6CC1055,ST. MARYS 12.6 WNW,43.32,-81.26,Ontario
6CC1056,KINMOUNT 8.4 ESE,44.76,-78.55,Ontario
6CC1057,ILDERTON 5.6 WSW,43.06,-81.45,Ontario
6CC1058,WILLIAMSFORD 0.9 N,44.38,-80.87,Ontario
6CC1059,BURLINGTON 9.4 SSW,43.29,-79.86,
6CC1061,WELLAND 1.5 NNW,43.0,-79.26,Ontario
6CC1062,TARA 1.8 NNW,44.48,-81.15,Ontario
6CC1064,ACTON 3.9 NNW,43.67,-80.05,Ontario
6CC1065,PONTYPOOL 6.7 W,44.11,-78.71,Ontario
6CC1068,KENORA 5.7 ESE,49.75,-94.4,Ontario
6CC1069,OWEN SOUND 7.5 WNW,44.59,-81.02,Ontario
6CC1073,OMEMEE 7.7 NNE,44.36,-78.51,Ontario
6CC1075,THUNDER BAY 4.5 NNW,48.45,-89.26,Ontario
6CC1077,THUNDER BAY 11.2 NNW,48.5,-89.3,Ontario
6CC1081,KINGSVILLE 1.0 SW,42.03,-82.75,Ontario
6CC1083,SCOTLAND 2.5 SW,43.01,-80.39,Ontario
6CC1084,DRYDEN 0.2 N,49.78,-92.83,Ontario
6CC1085,LITTLE BRITAIN 10.3 SSE,44.2,-78.82,Ontario
6CC1086,JANETVILLE 3.0 WNW,44.22,-78.76,Ontario
6CC1089,DRYDEN 0.2 E,49.78,-92.83,Ontario
6CC1094,DRYDEN 1.1 ESE,49.78,-92.82,Ontario
6CC1095,KINCARDINE 1.6 SW,44.16,-81.65,Ontario
6CC1096,PORQUIS JUNCTION 1.4 SE,48.7,-80.77,Ontario
6CC1097,JANETVILLE 2.5 E,44.22,-78.69,Ontario
6CC1098,RANNOCH 2.2 NNW,43.27,-81.2,Ontario
6CC1102,THAMESVILLE 0.7 S,42.55,-81.98,Ontario
6CC1103,EAGLE RIVER 7.7 WNW,49.82,-93.29,Ontario
6CC1104,WAWA 0.9 W,47.99,-84.79,Ontario
6CC1107,LONDON 4.8 WSW UTRCA,42.96,-81.3,Ontario
6CC1108,LONDON 3.2 SSE UTRCA,42.95,-81.24,Ontario
6CC1109,FRANKFORD 3.7 NNE,44.23,-77.57,Ontario
6CC1110,DUBLIN 6.5 SSE,43.45,-81.26,Ontario
6CC1112,SALFORD 1.7 S UTRCA,42.98,-80.82,Ontario
6CC1114,CHATHAM 1.6 E,42.4,-82.17,Ontario
6CC1115,OWEN SOUND 0.1 SSW,44.57,-80.93,Ontario
6CC1116,CHATHAM 1.9 N,42.42,-82.19,Ontario
6CC1117,EMBRO 14.3 NW,43.26,-81.01,Ontario
6CC1118,LAKESIDE 6.2 WNW,43.23,-81.09,Ontario
6CC1119,MITCHELL 10.3 SE,43.41,-81.1,Ontario
6CC1120,CHATHAM 10.4 ENE,42.45,-82.08,Ontario
6CC1121,OAKVILLE 3.5 ENE,43.47,-79.65,Ontario
6CC1123,ROCKLAND 4.1 ENE,45.56,-75.24,Ontario
6CC1124,AURORA 3.3 NE,44.02,-79.44,Ontario
6CC1125,KITCHENER 1.2 NE,43.46,-80.48,Ontario
6CC1126,DRESDEN 14.5 SSW,42.48,-82.28,Ontario
6CC1127,MARKHAM 2.1 NW,43.89,-79.28,Ontario
6CC1128,MARKHAM 2.6 SW,43.86,-79.28,Ontario
7010565,BEAUPORT,46.84,-71.2,
7011983,DESCHAMBAULT,46.69,-71.97,Quebec
7014160,L'ASSOMPTION,45.81,-73.43,Quebec
7015791,L'ETAPE,47.56,-71.23,Quebec
7016293,QUEBEC INTL A,46.79,-71.39,Quebec
7018001,SHAWINIGAN,46.56,-72.73,Quebec
7018560,TROIS RIVIERES A-2,46.35,-72.67,Quebec
7018561,TROIS RIVIERES A,46.35,-72.68,Quebec
7018562,TROIS-RIVIERES,46.35,-72.52,
7018563,TROIS-RIVIERES,46.37,-72.68,Quebec
7018573,VALCARTIER A,46.9,-71.5,Quebec
701LP0N,LAC SAINT-PIERRE,46.18,-72.92,
701Q004,STE-FOY (U. LAVAL),46.78,-71.29,Quebec
701Q009,LEMIEUX,46.3,-72.06,Quebec
701S001,QUEBEC/JEAN LESAGE INTL,46.8,-71.38,Quebec
7022579,FRELIGHSBURG,45.03,-72.85,Quebec
7024280,LENNOXVILLE,45.37,-71.82,Quebec
7024745,MCTAVISH,45.5,-73.58,Quebec
7025251,MONTREAL INTL A,45.47,-73.74,Quebec
7025442,NICOLET,46.23,-72.66,Quebec
7027039,STE-CLOTILDE,45.17,-73.68,Quebec
7027329,MONTREAL/ST-HUBERT,45.52,-73.42,Quebec
7027470,SAINT-GERMAIN-DE-GRANTHAM,45.83,-72.54,Quebec
7028123,SHERBROOKE,45.44,-71.69,Quebec
7028442,THETFORD MINES RCS,46.05,-71.27,Quebec
7028754,BEAUCEVILLE,46.21,-70.79,Quebec
702CFGG,LAC MEMPHREMAGOG,45.27,-72.17,Quebec
702FHL8,STE-ANNE-DE-BELLEVUE 1,45.43,-73.93,Quebec
702FQLF,ST-ANICET 1,45.12,-74.29,Quebec
702LED4,L'ACADIE,45.29,-73.35,Quebec
702S006,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,45.47,-73.74,Quebec
7032685,OTTAWA GATINEAU A,45.52,-75.56,Quebec
