STATION_AES,STATION_NAME,LATITUDE,LONGITUDE,province
82CC256,CLEMENTSPORT 0.6 SE,44.66,-65.61,Nova Scotia
8300300,CHARLOTTETOWN A,46.29,-63.13,Prince Edward Island
8300301,CHARLOTTETOWN A,46.29,-63.12,Prince Edward Island
8300418,EAST POINT (AUT),46.46,-61.99,Prince Edward Island
8300497,NEW GLASGOW,46.41,-63.35,Prince Edward Island
8300516,NORTH CAPE,47.06,-64.0,
8300562,ST. PETERS,46.45,-62.58,Prince Edward Island
8300590,STANHOPE,46.42,-63.08,
8300596,SUMMERSIDE,46.44,-63.84,Prince Edward Island
8305500,MAPLE PLAINS,46.3,-63.58,Prince Edward Island
830P001,HARRINGTON CDA CS,46.34,-63.17,Prince Edward Island
83CC001,STRATFORD 2.3 NNE,46.24,-63.08,Prince Edward Island
83CC003,WELLINGTON 1.6 NE,46.47,-63.99,Prince Edward Island
83CC007,MORELL 1.4 NNW,46.43,-62.71,Prince Edward Island
83CC010,NEW LONDON 1.6 ENE,46.47,-63.49,Prince Edward Island
83CC013,BEDEQUE 4.4 WNW,46.35,-63.78,Prince Edward Island
83CC014,NORTH RUSTICO 1.4 S,46.45,-63.31,Prince Edward Island
83CC019,Charlottetown 6.5 NNW,46.29,-63.17,Prince Edward Island
83CC020,Bonshaw 6.6 NNE,46.25,-63.33,Prince Edward Island
83CC023,Borden 0.9 SE,46.25,-63.69,Prince Edward Island
83CC025,Caledonia 1.8 SW,46.05,-62.72,Prince Edward Island
83CC026,Grand Tracadie 2.3 SE,46.38,-63.04,Prince Edward Island
83CC028,Peakes 2.3 ENE,46.31,-62.75,Prince Edward Island
83CC038,SOURIS 2.8 E - MCPEI,46.36,-62.21,Prince Edward Island
83CC042,VERNON BRIDGE 4.3 ENE,46.19,-62.85,Prince Edward Island
83CC043,VERNON BRIDGE 7.1 ENE,46.2,-62.82,Prince Edward Island
83CC045,BELLE RIVER 3.8 NNW - MCPEI,46.01,-62.87,Prince Edward Island
83CC046,MURRAY RIVER 6.5 W - MCPEI,46.01,-62.7,Prince Edward Island
83CC047,LONG CREEK 0.3 NNW,46.17,-63.27,Prince Edward Island
83CC048,BREADALBANE 9.3 NNE,46.44,-63.47,Prince Edward Island
83CC050,BEDFORD CORNER 3.9 WNW,46.35,-63.06,Prince Edward Island
83CC051,ELLERSLIE 6.3 NNE - MCPEI,46.66,-63.92,Prince Edward Island
83CC054,FOXLEY RIVER 0.6 W - MCPEI,46.69,-64.02,Prince Edward Island
83CC057,KINGSBORO 0.9 ENE,46.4,-62.1,Prince Edward Island
83CC059,MURRAY HARBOUR 2.8 SSE,45.98,-62.51,Prince Edward Island
83CC065,FORTUNE BRIDGE 0.9 SSE,46.34,-62.37,Prince Edward Island
83CC066,GRANVILLE 2.9 WNW - MCPEI,46.43,-63.5,Prince Edward Island
83CC067,TIGNISH 1.8 NE - MCPEI,46.96,-64.02,Prince Edward Island
83CC070,BELLE RIVER 2.3 NNW - MCPEI,46.0,-62.85,Prince Edward Island
83CC071,KEPPOCH 3.9 E,46.2,-63.06,Prince Edward Island
83CC072,SUMMERSIDE 5.5 NE,46.43,-63.74,Prince Edward Island
83CC074,ST. GEORGES 5.5 SSE,46.21,-62.46,Prince Edward Island
83CC075,ALBERTON 4.5 SSW,46.78,-64.09,
83CC076,LENNOX ISLAND 0.3 NNE,46.6,-63.86,
83CC077,TIGNISH 12.0 NNE,47.05,-63.99,Prince Edward Island
83CC078,BAYFIELD 1.2 ENE,46.48,-62.18,Prince Edward Island
83CC079,CRAPAUD 1.3 N,46.25,-63.5,Prince Edward Island
83CC081,BONSHAW 3.9 SW,46.17,-63.39,
8400104,ARGENTIA (AUT),47.29,-53.99,
8400301,BADGER (AUT),48.97,-56.07,Newfoundland and Labrador
8400601,BONAVISTA,48.67,-53.11,Newfoundland and Labrador
8400801,BURGEO NL,47.62,-57.62,Newfoundland and Labrador
8400812,BURNT POND,48.17,-57.33,Newfoundland and Labrador
8401000,CAPE RACE (AUT),46.66,-53.08,Newfoundland and Labrador
8401295,CORMACK RCS,49.32,-57.39,Newfoundland and Labrador
8401298,CORNER BROOK,48.93,-57.92,Newfoundland and Labrador
8401300,CORNER BROOK,48.95,-57.95,Newfoundland and Labrador
8401405,DANIEL'S HARBOUR,50.24,-57.58,Newfoundland and Labrador
8401500,DEER LAKE,49.17,-57.43,Newfoundland and Labrador
8401501,DEER LAKE A,49.22,-57.4,Newfoundland and Labrador
8401502,DEER LAKE A,49.21,-57.39,Newfoundland and Labrador
8401538,ENGLEE (AUT),50.72,-56.11,
8401565,FEROLLE POINT (AUT),51.02,-57.1,
8401700,GANDER INT'L A,48.95,-54.58,Newfoundland and Labrador
8401703,GANDER INTL A,48.94,-54.57,Newfoundland and Labrador
8401705,GANDER AIRPORT CS,48.95,-54.57,Newfoundland and Labrador
8402520,LA SCIE,49.92,-55.67,Newfoundland and Labrador
8402544,LETHBRIDGE,48.35,-53.9,Newfoundland and Labrador
8402757,MILLERTOWN RCS,48.82,-56.54,Newfoundland and Labrador
8402980,PORT AUX BASQUES,47.57,-59.15,Newfoundland and Labrador
8403255,SAGONA ISLAND,47.37,-55.79,Newfoundland and Labrador
8403389,ST. ANTHONY A,51.39,-56.07,Newfoundland and Labrador
8403399,ST ANTHONY,51.38,-56.1,Newfoundland and Labrador
8403505,ST. JOHN'S INTL A,47.62,-52.75,Newfoundland and Labrador
8403603,ST JOHNS WEST CLIMATE,47.51,-52.78,Newfoundland and Labrador
8403619,ST LAWRENCE,46.92,-55.38,Newfoundland and Labrador
8403801,STEPHENVILLE A,48.54,-58.55,Newfoundland and Labrador
8403820,STEPHENVILLE RCS,48.56,-58.57,Newfoundland and Labrador
8403851,TERRA NOVA NAT PARK CS,48.56,-53.97,Newfoundland and Labrador
8404025,TWILLINGATE (AUT),49.68,-54.8,Newfoundland and Labrador
8404242,WINTERLAND BRANCH HILL,47.14,-55.33,Newfoundland and Labrador
8404343,WRECKHOUSE,47.71,-59.31,Newfoundland and Labrador
840B053,GRATES COVE,48.17,-52.94,Newfoundland and Labrador
840BR7C,POOLS ISLAND,49.11,-53.58,Newfoundland and Labrador
840KN90,MARTICOT ISLAND,47.33,-54.59,
84CC013,L'ANSE AU CLAIR 0.1 NW,51.44,-57.07,Newfoundland and Labrador
84CC014,WHITBOURNE 1.4 NE,47.43,-53.52,Newfoundland and Labrador
84CC017,L'ANSE AU LOUP 0.7 SSW,51.52,-56.84,Newfoundland and Labrador
84CC036,ST. ALBAN'S 2.1 SSE,47.86,-55.84,Newfoundland and Labrador
84CC050,ST. JOHN'S 4.3 NNE,47.6,-52.69,Newfoundland and Labrador
84CC063,MOUNT CARMEL 0.1 NE,47.16,-53.47,Newfoundland and Labrador
84CC065,KIPPENS 0.7 NE,48.55,-58.62,Newfoundland and Labrador
84CC069,Lewisporte 0.3 SSE - NL HAM,49.24,-55.06,Newfoundland and Labrador
84CC072,ST. JOHN'S 3.4 N,47.59,-52.73,Newfoundland and Labrador
84CC079,Mount Pearl 1.3 WNW,47.52,-52.83,Newfoundland and Labrador
84CC081,GRAND FALLS-WINDSOR 1.2 S,48.93,-55.65,Newfoundland and Labrador
84CC082,GANDER 2.7 NW,48.98,-54.63,Newfoundland and Labrador
84CC084,ST. JOHN'S 0.4 NNE,47.57,-52.72,Newfoundland and Labrador
84CC088,THE DOCK 0.6 ESE,47.57,-53.25,
84CC089,COMFORT COVE-NEWSTEAD 3.0 S,49.37,-54.86,
84CC091,WABUSH 0.6 SE,52.9,-66.86,Newfoundland and Labrador
84CC095,CORNER BROOK 11.6 ESE,48.92,-57.8,Newfoundland and Labrador
84CC096,CLARENVILLE 3.5 NNW,48.19,-53.99,Newfoundland and Labrador
8501100,CARTWRIGHT,53.71,-57.04,Newfoundland and Labrador
8501106,CARTWRIGHT A,53.68,-57.04,Newfoundland and Labrador
8501130,CHURCHILL FALLS,53.56,-64.09,Newfoundland and Labrador
8501131,CHURCHILL FALLS A,53.56,-64.11,Newfoundland and Labrador
8501900,GOOSE A,53.32,-60.42,Newfoundland and Labrador
8502400,HOPEDALE (AUT),55.45,-60.22,
8502580,MAKKOVIK A,55.08,-59.19,Newfoundland and Labrador
8502592,MARY'S HARBOUR A,52.3,-55.85,Newfoundland and Labrador
8502799,NAIN,56.55,-61.68,
8502810,NAIN A,56.55,-61.68,
8504175,WABUSH LAKE A,52.93,-66.87,Newfoundland and Labrador
8504177,WABUSH A,52.92,-66.86,Newfoundland and Labrador
84CC002,ST. JOHN'S 0.4 N,47.56,-52.71,Newfoundland and Labrador
1CC0197,VICTORIA 2.2 E,48.43,-123.33,British Columbia
6CC1129,LUCKNOW 6.6 SSE,43.91,-81.48,Ontario
1CC0198,LANGLEY 10.8 S,49.01,-122.65,British Columbia
6CC1131,KANATA 2.0 W,45.32,-75.93,Ontario
6CC1132,TORONTO 4.4 NNW,43.69,-79.41,Ontario
1CC0196,LILLOOET 6.5 N,50.75,-121.94,British Columbia
3AABDLK,BADGER LAKE LITE,-99.9,-99.9,
3AAGRDL,GROVEDALE LITE,55.02,-119.04,Alberta
3AAHAYS,HAYS LITE,-99.9,-99.9,
3AAMCIN,MCINTYRE LITE,49.26,-112.84,Alberta
4CC0213,BRADWELL 0.5 ENE,51.95,-106.23,Saskatchewan
6CC1135,CAMPBELLS CROSS 4.3 ESE,43.76,-79.82,Ontario
6CC1137,DRESDEN 8.1 E,42.6,-82.08,Ontario
6CC1138,LINDSAY 0.8 ENE,44.36,-78.73,Ontario
6CC1139,TILBURY 0.8 NNE,42.27,-82.43,Ontario
3AASTAF,STONY MOUNTAIN AUTO,56.39,-111.28,Alberta
1CC0184,PENTICTON 1.6 SSW,49.47,-119.59,British Columbia
1CC0199,AGASSIZ 0.2 E,49.23,-121.76,British Columbia
3AABANB,BANANA BELT 2,55.18,-116.51,Alberta
3CC0276,CALGARY 1.3 NE,51.06,-114.05,Alberta
4CC0007,PIERCELAND 14.4 ESE,54.32,-109.56,Saskatchewan
4CC0233,HUDSON BAY 0.8 SSW,52.86,-102.39,Saskatchewan
4CC0236,MELFORT 4.2 E,52.86,-104.56,Saskatchewan
4CC0237,REGINA 5.3 SE,50.42,-104.54,Saskatchewan
4CC0238,SASKATOON 8.4 ESE,52.1,-106.55,Saskatchewan
5CC0434,POPLAR POINT 0.3 SE,50.06,-97.97,Manitoba
5CC0435,SOURIS 0.9 SSE,49.61,-100.25,Manitoba
6CC1140,HANOVER 3.2 NW,44.17,-81.05,Ontario
6CC1141,PICTON 5.6 NNE,44.05,-77.13,Ontario
6CC1142,THUNDER BAY 3.5 NNW,48.44,-89.26,Ontario
6CC1144,TECUMSEH 1.9 S,42.3,-82.88,Ontario
7CC0040,VAL-BÉLAIR 1.2 WSW,46.85,-71.43,Quebec
82CC260,LAKE CHARLOTTE 8.5 ENE,44.79,-62.84,Nova Scotia
82CC261,MYERS POINT 0.6 W,44.77,-63.05,
82CC262,LAKE CHARLOTTE 7.3 NE,44.81,-62.88,Nova Scotia
82CC263,LARRYS RIVER 4.7 SSE,45.19,-61.36,Nova Scotia
82CC264,DOVER 0.5 SE,45.28,-61.04,Nova Scotia
82CC265,SHEET HARBOUR 4.0 ESE,44.9,-62.49,
83CC080,CLYDE RIVER 1.3 ESE,46.22,-63.24,Prince Edward Island
7CC0103,QUÉBEC 0.9 WSW,46.81,-71.23,Quebec
4CC0239,ESTEVAN 1.5 NNW,49.15,-103.0,Saskatchewan
6CC1146,KAKABEKA FALLS 4.8 NNW,48.44,-89.64,Ontario
82CC266,OSTREA LAKE 5.8 NNW,44.77,-63.11,
7CC0102,TROIS-RIVIÈRES 3.0 SSW,46.32,-72.58,Quebec
83CC082,CHARLOTTETOWN 2.2 N,46.26,-63.13,Prince Edward Island
6CC1148,BELLEVILLE 3.2 SW,44.15,-77.41,Ontario
7CC0032,Saint-Isidore 4.7 SW,46.55,-71.13,Quebec
82CC059,NEW ROSS 3.7 S,44.7,-64.46,Nova Scotia
1CC0203,COBBLE HILL 1.4 W,48.69,-123.6,British Columbia
3AACRAF,CHRISTINA AUTO,55.59,-111.85,Alberta
6CC1152,NORTH YORK 7.0 NE,43.81,-79.35,Ontario
7CC0105,SAINTE-JULIE 2.4 SE,45.57,-73.32,Quebec
3AAL2AF,FOSTER CREEK AUTO,55.07,-110.71,Alberta
3AAWEAF,WILLMORE AUTO,53.71,-119.48,Alberta
